OBJECTID,wiregrass,GPSTime,DDLat,DDLong,Northing,Easting,Horiz_Veg,Site,Burn
607,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
608,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
609,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
610,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
611,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
612,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
613,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
614,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
615,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
616,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
617,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
618,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
619,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
620,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
621,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
622,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
623,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
624,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
625,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
626,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
627,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
628,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
629,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
630,y,17:33:50,31.258657,-84.38257,3463205.995,177867.276,0,Fourth_July_Block,Post-Burn
631,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
632,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
633,y,17:46:18,31.258709,-84.382085,3463210.303,177913.649,0,Fourth_July_Block,Post-Burn
634,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
635,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
636,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
637,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
638,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
639,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
640,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
641,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
642,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
643,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
644,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
645,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
646,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
647,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
648,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
649,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
650,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
651,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
652,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
653,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
654,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
655,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
656,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
657,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
658,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
659,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
660,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
661,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
662,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
663,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
664,y,15:30:35,31.292445,-84.463742,3467193.972,170250.525,0,2yr_rough,Post-Burn
665,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,2yr_rough,Post-Burn
666,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
667,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
668,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
669,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
670,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
671,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
672,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
673,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
674,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
675,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
676,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
677,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
678,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
679,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
680,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
681,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
682,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
683,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
684,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
685,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
686,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
687,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
688,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
689,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
690,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
691,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
692,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
693,y,7:17:06,31.293823,-84.458941,3467332.395,170712.566,0,1yr_rough,Post-Burn
