ObjectNum,diameter,scoped,occ,DDLat,DDLong,Time,Northing,Easting,NEAR_DIST,Site,Horz_Veg,Burn
211,7,y,0,31.291199,-84.463144,6/12/2015 10:59,3467053.944,170303.086,0.476302635,2_yr_rough,0,post-burn
212,7,y,0,31.291239,-84.46254,6/12/2015 11:05,3467056.574,170360.767,2.153197365,2_yr_rough,0,post-burn
213,9,y,0,31.294015,-84.459257,6/13/2015 4:21,3467354.6,170683.127,20.08870823,2_yr_rough,0,post-burn
214,9,y,NA,31.291843,-84.462685,6/12/2015 12:19,3467123.933,170349.019,0.487102635,2_yr_rough,0,post-burn
215,14,y,1,31.293009,-84.459467,6/13/2015 5:42,3467243.66,170659.618,20.76030263,2_yr_rough,0,post-burn
216,15,y,1,31.293208,-84.461703,6/13/2015 5:20,3467272.497,170447.399,8.076597366,2_yr_rough,0,post-burn
217,17,y,0,31.292489,-84.462566,6/12/2015 12:47,3467195.29,170362.639,0.869197363,2_yr_rough,0.0301121,post-burn
218,20,y,1,31.294002,-84.45918,6/13/2015 4:19,3467352.962,170690.409,18.47066566,2_yr_rough,0,post-burn
219,24,y,0,31.289841,-84.462566,6/12/2015 9:53,3466901.516,170353.408,12.90480264,2_yr_rough,0,post-burn
220,26,y,1,31.290482,-84.462674,6/12/2015 10:53,3466972.993,170345.337,11.42700263,2_yr_rough,0,post-burn
221,26,y,1,31.291505,-84.462648,6/12/2015 11:03,3467086.357,170351.427,31.93609736,2_yr_rough,0,post-burn
222,27,y,0,31.28987,-84.462033,6/12/2015 10:20,3466903.22,170404.254,11.20050264,2_yr_rough,0,post-burn
223,27,y,1,31.289682,-84.462236,6/12/2015 10:17,3466882.976,170384.332,31.44480264,2_yr_rough,0,post-burn
224,28,y,0,31.293263,-84.460205,6/13/2015 5:30,3467274.074,170590.214,9.653997365,2_yr_rough,0,post-burn
225,29,y,1,31.290472,-84.46279,6/12/2015 10:55,3466972.201,170334.29,12.21900263,2_yr_rough,0,post-burn
226,31,y,1,31.28942,-84.462281,6/12/2015 9:29,3466853.946,170379.056,9.525397364,2_yr_rough,0,post-burn
227,32,y,0,31.292607,-84.462356,6/12/2015 12:50,3467207.761,170383.045,13.34069736,2_yr_rough,0,post-burn
228,32,y,1,31.290179,-84.462603,6/12/2015 9:49,3466939.144,170351.107,24.72339736,2_yr_rough,0,post-burn
229,32,y,1,31.291903,-84.463,6/12/2015 12:23,3467131.627,170319.255,7.206897365,2_yr_rough,0,post-burn
230,33,y,0,31.292907,-84.46333,6/13/2015 5:05,3467243.963,170291.313,20.45750263,2_yr_rough,2.71401,post-burn
231,33,y,0,31.290687,-84.461419,6/12/2015 10:27,3466991.951,170465.614,7.530197367,2_yr_rough,0,post-burn
232,33,y,0,31.291396,-84.462499,6/12/2015 11:07,3467073.869,170365.204,19.44829736,2_yr_rough,0,post-burn
233,33,y,1,31.292245,-84.463605,6/12/2015 12:34,3467171.354,170262.876,23.06690264,2_yr_rough,0.156174,post-burn
234,33,y,1,31.293793,-84.459842,6/13/2015 4:31,3467331.808,170626.673,2.856708337,2_yr_rough,0,post-burn
235,33,y,1,31.290551,-84.462007,6/12/2015 10:33,3466978.61,170409.11,5.810702633,2_yr_rough,0,post-burn
236,34,y,0,31.293571,-84.460253,6/13/2015 4:57,3467308.419,170586.763,26.69064759,2_yr_rough,0,post-burn
237,34,y,0,31.291191,-84.462165,6/12/2015 11:11,3467050.12,170396.355,4.300002636,2_yr_rough,0,post-burn
238,34,y,1,31.292258,-84.463324,6/12/2015 12:38,3467171.925,170289.653,22.49530264,2_yr_rough,0.144142,post-burn
239,34,y,1,31.292737,-84.462767,6/12/2015 12:45,3467223.396,170344.376,28.97559736,2_yr_rough,0.303746,post-burn
240,34,y,1,31.292591,-84.460913,6/12/2015 13:01,3467201.675,170520.428,7.254797362,2_yr_rough,0,post-burn
241,34,y,1,31.291192,-84.461511,6/12/2015 11:17,3467048.25,170458.627,6.170802636,2_yr_rough,0,post-burn
242,34,y,1,31.291872,-84.460728,6/12/2015 11:45,3467121.293,170535.591,3.127102636,2_yr_rough,0,post-burn
243,35,y,0,31.290072,-84.462507,6/12/2015 9:55,3466927.002,170359.84,12.58209736,2_yr_rough,0,post-burn
244,35,y,0,31.292048,-84.462427,6/12/2015 12:17,3467145.975,170374.312,21.55489736,2_yr_rough,0,post-burn
245,35,y,1,31.2927,-84.462007,6/12/2015 12:57,3467216.987,170416.603,22.56639736,2_yr_rough,0,post-burn
246,36,y,0,31.292444,-84.46315,6/12/2015 12:41,3467192.036,170306.892,2.384802638,2_yr_rough,0.139973,post-burn
247,36,y,NA,31.290969,-84.461716,6/12/2015 10:31,3467024.175,170438.301,30.24510264,2_yr_rough,0,post-burn
248,36,y,1,31.292406,-84.463351,6/12/2015 12:37,3467188.39,170287.623,6.030302638,2_yr_rough,0.0483784,post-burn
249,36,y,1,31.29318,-84.460881,6/13/2015 5:23,3467266.846,170525.543,2.425997367,2_yr_rough,0,post-burn
250,37,y,0,31.289997,-84.46271,6/12/2015 9:46,3466919.306,170340.282,4.885297364,2_yr_rough,0,post-burn
251,37,y,0,31.291495,-84.461534,6/12/2015 11:15,3467081.943,170457.447,27.52239736,2_yr_rough,0,post-burn
252,37,y,1,31.292348,-84.46087,6/12/2015 13:05,3467174.557,170523.749,19.86340264,2_yr_rough,0,post-burn
253,37,y,1,31.290272,-84.462717,6/12/2015 9:50,3466949.759,170340.515,34.66140263,2_yr_rough,0,post-burn
254,38,y,0,31.292358,-84.460429,6/12/2015 13:08,3467174.352,170565.729,20.06860264,2_yr_rough,0,post-burn
255,38,y,0,31.293053,-84.462418,6/13/2015 5:16,3467257.43,170378.698,6.990502633,2_yr_rough,0.0344575,post-burn
256,38,y,0,31.291054,-84.461024,6/12/2015 11:26,3467031.504,170504.555,22.91680264,2_yr_rough,0,post-burn
257,38,y,0,31.291906,-84.462995,6/12/2015 12:23,3467131.849,170319.73,7.428297365,2_yr_rough,0,post-burn
258,38,y,1,31.290645,-84.462183,6/12/2015 10:35,3466989.542,170392.751,5.121897366,2_yr_rough,0,post-burn
259,38,y,1,31.291609,-84.461532,6/12/2015 11:56,3467094.523,170458.044,29.89780264,2_yr_rough,0,post-burn
260,38,y,1,31.291938,-84.462844,6/12/2015 12:21,3467135.046,170334.228,10.62569737,2_yr_rough,0,post-burn
261,38,y,1,31.291701,-84.46295,6/12/2015 12:27,3467109.041,170323.37,15.37960264,2_yr_rough,0,post-burn
262,39,y,0,31.292732,-84.461005,6/12/2015 13:02,3467217.613,170512.178,23.19209736,2_yr_rough,0,post-burn
263,39,y,1,31.293098,-84.460457,6/13/2015 5:27,3467256.486,170565.636,7.934702633,2_yr_rough,0,post-burn
264,40,y,0,31.292131,-84.461344,6/12/2015 11:50,3467151.867,170477.846,27.44699737,2_yr_rough,0,post-burn
265,41,y,1,31.293058,-84.462944,6/13/2015 5:08,3467259.519,170328.626,4.901502633,2_yr_rough,0.0370511,post-burn
266,41,y,1,31.293239,-84.460411,6/13/2015 5:28,3467272.025,170570.537,7.604597365,2_yr_rough,0,post-burn
267,43,y,0,31.291878,-84.461304,6/12/2015 11:52,3467123.774,170480.716,0.646302635,2_yr_rough,0,post-burn
268,43,y,NA,31.289406,-84.462757,6/12/2015 9:42,3466853.896,170333.725,9.475397365,2_yr_rough,0,post-burn
269,44,y,0,31.292418,-84.462094,6/12/2015 12:55,3467185.939,170407.339,8.481302638,2_yr_rough,0,post-burn
270,45,y,0,31.293834,-84.459454,6/13/2015 4:28,3467335.108,170663.739,0.54462587,2_yr_rough,0,post-burn
271,46,y,1,31.289368,-84.462457,6/12/2015 9:34,3466848.791,170362.173,4.370497364,2_yr_rough,0,post-burn
272,48,y,NA,31.291149,-84.461219,6/12/2015 11:22,3467042.6,170486.257,11.82070263,2_yr_rough,0,post-burn
273,52,y,0,31.292599,-84.462253,6/12/2015 12:52,3467206.527,170392.816,12.10689736,2_yr_rough,0,post-burn
274,54,y,0,31.29195,-84.461615,6/12/2015 11:58,3467132.627,170451.344,8.207097365,2_yr_rough,0,post-burn
275,5,y,1,31.255625,-84.381378,6/12/2015 5:37,3462866.138,177970.517,6.600943255,Fourth_July_Block,7.02817,post-burn
276,6,y,1,31.25556,-84.379004,6/12/2015 6:08,3462852.043,178196.593,3.846755102,Fourth_July_Block,0,post-burn
277,7,y,1,31.259931,-84.381611,6/11/2015 14:13,3463344.455,177963.033,13.45385964,Fourth_July_Block,18.5484,post-burn
278,11,y,1,31.255503,-84.381259,6/12/2015 5:42,3462852.309,177981.466,7.049719221,Fourth_July_Block,16.936,post-burn
279,12,y,1,31.255587,-84.38141,6/12/2015 5:34,3462862.059,177967.355,2.471685826,Fourth_July_Block,1.88117,post-burn
280,17,y,0,31.255335,-84.378735,6/12/2015 6:10,3462826.31,178221.419,29.1756109,Fourth_July_Block,0,post-burn
281,18,y,0,31.255203,-84.382202,6/12/2015 5:26,3462821.787,177890.585,39.03242238,Fourth_July_Block,3.02826,post-burn
282,19,y,0,31.256761,-84.380913,6/10/2015 14:21,3462990.795,178018.693,1.455540717,Fourth_July_Block,0,post-burn
283,19,y,1,31.258978,-84.37942,6/11/2015 15:11,3463232.33,178168.578,26.92793557,Fourth_July_Block,0.482587,post-burn
284,21,y,1,31.255376,-84.383035,6/12/2015 5:19,3462843.359,177811.83,18.73368794,Fourth_July_Block,0,post-burn
285,23,y,0,31.255493,-84.378289,6/12/2015 6:16,3462842.515,178264.504,12.27801648,Fourth_July_Block,0,post-burn
286,26,y,0,31.2599,-84.381018,6/11/2015 13:55,3463339.312,178019.398,5.107802637,Fourth_July_Block,22.3741,post-burn
287,26,y,0,31.259912,-84.381206,6/11/2015 14:02,3463341.132,178001.568,3.287002638,Fourth_July_Block,34.4729,post-burn
288,26,y,0,31.258111,-84.380227,6/12/2015 6:32,3463138.539,178088.716,4.262202893,Fourth_July_Block,10.1992,post-burn
289,26,y,0,31.256017,-84.383093,6/10/2015 14:49,3462914.696,177808.458,9.784052944,Fourth_July_Block,0,post-burn
290,26,y,0,31.256248,-84.381647,6/10/2015 14:55,3462936.048,177947.003,11.58613717,Fourth_July_Block,1.31875,post-burn
291,29,y,1,31.256448,-84.379436,6/10/2015 15:21,3462951.757,178158.423,27.32112198,Fourth_July_Block,0,post-burn
292,30,y,0,31.255496,-84.38016,6/12/2015 5:55,3462848.25,178086.17,9.419530498,Fourth_July_Block,0.784468,post-burn
293,31,y,0,31.255487,-84.3805,6/12/2015 5:51,3462848.244,178053.791,9.947622161,Fourth_July_Block,1.20089,post-burn
294,32,y,0,31.258623,-84.379058,6/11/2015 15:14,3463191.875,178201.813,13.27979424,Fourth_July_Block,0,post-burn
295,32,y,0,31.258003,-84.380819,6/12/2015 6:58,3463128.285,178031.891,5.952960043,Fourth_July_Block,0.169752,post-burn
296,32,y,1,31.257511,-84.380362,6/12/2015 7:43,3463072.434,178073.801,8.014097365,Fourth_July_Block,0.38319,post-burn
297,33,y,0,31.258306,-84.379276,6/12/2015 6:29,3463157.402,178179.987,23.06348272,Fourth_July_Block,0.406035,post-burn
298,33,y,1,31.255139,-84.37879,6/12/2015 4:54,3462804.697,178215.481,19.7007808,Fourth_July_Block,0,post-burn
299,34,y,0,31.256799,-84.381611,6/10/2015 14:26,3462997.011,177952.389,5.284732675,Fourth_July_Block,0,post-burn
300,34,y,0,31.256071,-84.37972,6/10/2015 15:14,3462910.834,178130.085,13.60491422,Fourth_July_Block,0,post-burn
301,34,y,0,31.255134,-84.379662,6/12/2015 5:08,3462806.661,178132.451,20.9780354,Fourth_July_Block,0,post-burn
302,34,y,1,31.259631,-84.379022,6/11/2015 13:23,3463303.626,178208.675,40.79340264,Fourth_July_Block,0.895631,post-burn
303,34,y,1,31.256349,-84.381684,6/10/2015 14:58,3462947.385,177943.904,22.92285031,Fourth_July_Block,0.250703,post-burn
304,35,y,0,31.258076,-84.380499,6/12/2015 6:35,3463135.47,178062.662,1.211263565,Fourth_July_Block,11.2826,post-burn
305,35,y,0,31.258073,-84.380496,6/12/2015 6:36,3463135.097,178062.89,0.837707758,Fourth_July_Block,11.311,post-burn
306,35,y,0,31.257645,-84.383018,6/12/2015 7:26,3463094.974,177821.158,30.55469736,Fourth_July_Block,5.8251,post-burn
307,35,y,0,31.25677,-84.379996,6/10/2015 14:15,3462989.107,178106.108,3.834218744,Fourth_July_Block,0,post-burn
308,35,y,0,31.255816,-84.378418,6/12/2015 6:13,3462878.671,178253.26,23.69179008,Fourth_July_Block,0,post-burn
309,35,y,1,31.256017,-84.381176,6/10/2015 15:02,3462909.016,177991.189,15.4408483,Fourth_July_Block,6.92599,post-burn
310,35,y,1,31.255449,-84.382883,6/12/2015 5:22,3462851.086,177826.554,10.770081,Fourth_July_Block,0,post-burn
311,36,y,0,31.26017,-84.378214,6/11/2015 13:14,3463361.051,178287.459,16.63169736,Fourth_July_Block,0.252634,post-burn
312,36,y,0,31.258155,-84.378803,6/12/2015 6:25,3463139.235,178224.542,4.865515711,Fourth_July_Block,0,post-burn
313,36,y,0,31.257559,-84.378453,6/12/2015 7:57,3463072.136,178255.849,7.716997365,Fourth_July_Block,0,post-burn
314,36,y,0,31.257038,-84.381687,6/10/2015 14:31,3463023.826,177945.894,32.14943242,Fourth_July_Block,0,post-burn
315,36,y,0,31.256548,-84.382799,6/10/2015 14:39,3462972.701,177838.325,18.1234495,Fourth_July_Block,0.552313,post-burn
316,36,y,0,31.256181,-84.379276,6/10/2015 15:19,3462921.686,178172.713,2.748194459,Fourth_July_Block,0,post-burn
317,36,y,0,31.25547,-84.380132,6/12/2015 5:59,3462845.3,178088.76,12.32778548,Fourth_July_Block,0.892484,post-burn
318,36,y,1,31.258732,-84.38314,6/11/2015 14:31,3463215.921,177813.231,7.883827394,Fourth_July_Block,1.00246,post-burn
319,36,y,1,31.25881,-84.380074,6/11/2015 15:05,3463215.637,178105.615,9.767900387,Fourth_July_Block,0.360645,post-burn
320,36,y,1,31.258287,-84.381735,6/12/2015 7:10,3463162.424,177945.625,28.24453599,Fourth_July_Block,0,post-burn
321,36,y,1,31.255804,-84.381384,6/12/2015 5:30,3462886.03,177970.616,26.49244542,Fourth_July_Block,10.9268,post-burn
322,37,y,0,31.260061,-84.379176,6/11/2015 13:28,3463351.758,178195.495,7.338997362,Fourth_July_Block,0.503343,post-burn
323,37,y,0,31.258619,-84.379058,6/11/2015 15:14,3463191.425,178201.828,13.72977211,Fourth_July_Block,0,post-burn
324,37,y,0,31.258333,-84.381573,6/12/2015 7:05,3463167.116,177961.207,32.92681359,Fourth_July_Block,0.529153,post-burn
325,37,y,0,31.255584,-84.380468,6/12/2015 5:52,3462858.925,178057.114,0.785884199,Fourth_July_Block,1.07289,post-burn
326,37,y,NA,31.257363,-84.382355,6/12/2015 7:35,3463061.764,177883.365,2.655102635,Fourth_July_Block,0.272124,post-burn
327,37,y,1,31.259719,-84.379432,6/11/2015 13:33,3463314.614,178169.92,29.80500264,Fourth_July_Block,2.20789,post-burn
328,37,y,1,31.258447,-84.381896,6/11/2015 14:48,3463180.725,177930.774,26.43957067,Fourth_July_Block,0,post-burn
329,37,y,1,31.25664,-84.378707,6/10/2015 14:07,3462970.929,178228.563,22.97973901,Fourth_July_Block,0,post-burn
330,38,y,0,31.257454,-84.378816,6/12/2015 7:52,3463061.581,178220.913,2.838502636,Fourth_July_Block,0,post-burn
331,38,y,1,31.259448,-84.379109,6/11/2015 13:26,3463283.613,178199.721,60.80690264,Fourth_July_Block,0,post-burn
332,38,y,1,31.255261,-84.379456,6/12/2015 5:03,3462820.186,178152.455,34.66818293,Fourth_July_Block,0,post-burn
333,39,y,0,31.255795,-84.379782,6/10/2015 15:09,3462880.341,178123.205,23.26395593,Fourth_July_Block,0,post-burn
334,39,y,0,31.255064,-84.379045,6/12/2015 4:59,3462797.086,178191.007,11.88716118,Fourth_July_Block,0,post-burn
335,39,y,1,31.260085,-84.378419,6/11/2015 13:18,3463352.265,178267.696,7.845597362,Fourth_July_Block,0.137709,post-burn
336,40,y,0,31.259789,-84.379888,6/11/2015 13:44,3463323.653,178126.723,20.76640264,Fourth_July_Block,3.26837,post-burn
337,40,y,0,31.259486,-84.380015,6/11/2015 13:45,3463290.441,178113.59,53.97800264,Fourth_July_Block,7.11294,post-burn
338,40,y,0,31.259053,-84.380951,6/11/2015 14:57,3463245.088,178022.902,38.60503007,Fourth_July_Block,6.04901,post-burn
339,40,y,0,31.2581,-84.382697,6/12/2015 7:21,3463144.582,177853.267,10.46549709,Fourth_July_Block,0.868775,post-burn
340,40,y,0,31.257311,-84.38269,6/12/2015 7:32,3463056.998,177851.272,7.421002636,Fourth_July_Block,1.86814,post-burn
341,40,y,0,31.255642,-84.379042,6/12/2015 6:06,3462861.229,178193.26,5.284515441,Fourth_July_Block,0,post-burn
342,40,y,1,31.259998,-84.379507,6/11/2015 13:36,3463345.724,178163.681,1.304097362,Fourth_July_Block,2.57432,post-burn
343,40,y,1,31.258852,-84.381562,6/11/2015 14:52,3463224.572,177964.047,17.65325748,Fourth_July_Block,1.0953,post-burn
344,40,y,1,31.256028,-84.378568,6/10/2015 15:27,3462902.62,178239.736,21.80612985,Fourth_July_Block,0,post-burn
345,41,y,0,31.258321,-84.382998,6/11/2015 14:28,3463169.934,177825.36,35.83711352,Fourth_July_Block,1.45748,post-burn
346,41,y,0,31.258564,-84.380551,6/11/2015 15:02,3463189.68,178059.318,16.53080303,Fourth_July_Block,1.34134,post-burn
347,41,y,1,31.259998,-84.381666,6/11/2015 14:17,3463352.092,177958.009,20.00774901,Fourth_July_Block,18.4776,post-burn
348,41,y,1,31.260089,-84.381399,6/11/2015 14:20,3463361.409,177983.724,16.98939736,Fourth_July_Block,19.9686,post-burn
349,44,y,0,31.259966,-84.380627,6/11/2015 13:50,3463345.45,178056.842,1.030297363,Fourth_July_Block,38.1318,post-burn
350,44,y,0,31.257219,-84.381054,6/12/2015 7:40,3463042.011,178006.86,22.40830264,Fourth_July_Block,0,post-burn
351,45,y,0,31.258481,-84.382444,6/11/2015 14:36,3463186.021,177878.714,21.52956568,Fourth_July_Block,0,post-burn
352,45,y,0,31.257291,-84.379314,6/12/2015 7:49,3463044.938,178172.914,19.48150264,Fourth_July_Block,0,post-burn
353,47,y,1,31.258638,-84.379373,6/11/2015 15:08,3463194.518,178171.879,10.85894265,Fourth_July_Block,0.170576,post-burn
354,47,y,1,31.258009,-84.382189,6/12/2015 7:14,3463132.944,177901.409,1.205116748,Fourth_July_Block,0,post-burn
355,48,y,1,31.257114,-84.378675,6/12/2015 7:55,3463023.406,178233.15,29.45946369,Fourth_July_Block,0,post-burn
356,53,y,1,31.257553,-84.379425,6/12/2015 7:46,3463074.28,178163.204,9.860597365,Fourth_July_Block,0.183745,post-burn
357,28,n,2,31.263943,-84.468835,6/23/2015 23:27,3464047.573,169665.868,3.153005199,not_burned,15.91523933,post-burn
358,35,n,2,31.263087,-84.466801,6/23/2015 23:12,3463946.537,169856.653,27.88269823,not_burned,22.1383667,post-burn
359,35,n,2,31.263304,-84.468554,6/23/2015 23:19,3463975.919,169690.376,1.49928806,not_burned,17.14675713,post-burn
360,36,n,2,31.26305,-84.465633,6/23/2015 23:08,3463938.925,169967.792,34.50484467,not_burned,31.91108704,post-burn
361,21,n,2,31.262684,-84.466405,6/23/2015 22:59,3463900.671,169893.039,3.100272087,not_burned,26.75649643,post-burn
362,30,n,2,31.262429,-84.465675,6/23/2015 3:49,3463870.244,169961.655,34.17613531,not_burned,23.38297081,post-burn
363,4,n,2,31.262412,-84.465693,6/23/2015 3:49,3463868.364,169959.855,36.05591456,not_burned,22.39022827,post-burn
364,15,n,2,31.262063,-84.465502,6/23/2015 3:57,3463829.11,169976.889,1.140920053,not_burned,17.47841835,post-burn
365,25,n,2,31.262005,-84.466348,6/23/2015 4:00,3463825.225,169896.04,9.153712812,not_burned,19.71290398,post-burn
366,24,n,2,31.261994,-84.467199,6/23/2015 4:03,3463826.49,169814.894,9.55008914,not_burned,14.28650379,post-burn
367,30,n,2,31.261811,-84.467027,6/23/2015 4:06,3463805.696,169830.644,7.347453286,not_burned,14.44612312,post-burn
368,36,n,2,31.261706,-84.465938,6/23/2015 4:16,3463790.812,169934.044,6.614811994,not_burned,17.46516609,post-burn
369,34,n,2,31.261749,-84.465217,6/23/2015 4:17,3463793.361,170002.94,5.666016163,not_burned,15.17780972,post-burn
370,32,n,2,31.261183,-84.465464,6/23/2015 4:34,3463731.347,169977.414,7.566918754,not_burned,11.73804092,post-burn
371,44,n,2,31.26082,-84.466446,6/23/2015 4:31,3463694.1,169882.592,2.576507862,not_burned,16.7348671,post-burn
372,37,n,2,31.260789,-84.466434,6/23/2015 4:31,3463690.602,169883.579,0.93921021,not_burned,15.98645496,post-burn
373,37,n,2,31.260941,-84.465304,6/23/2015 4:41,3463704.086,169991.875,8.782064313,not_burned,13.786726,post-burn
374,44,n,2,31.260573,-84.466185,6/23/2015 4:44,3463665.841,169906.616,27.42582037,not_burned,12.5118084,post-burn
375,39,n,2,31.260771,-84.466599,6/23/2015 4:46,3463689.092,169867.868,2.168208863,not_burned,20.82908821,post-burn
376,16,n,2,31.260597,-84.465037,6/23/2015 22:42,3463665.13,170016.073,32.22112394,not_burned,14.56968212,post-burn
377,6,n,2,31.260512,-84.46618,6/23/2015 22:46,3463659.035,169906.893,32.23815778,not_burned,12.07785225,post-burn
378,31,n,2,31.260573,-84.466546,6/23/2015 22:49,3463666.93,169872.242,24.4045523,not_burned,12.66970634,post-burn
379,38,n,2,31.260375,-84.466391,6/23/2015 22:48,3463644.508,169886.31,22.23804236,not_burned,11.60671425,post-burn
380,27,n,2,31.260005,-84.465603,6/23/2015 22:23,3463601.155,169960.064,11.60053802,not_burned,15.72388649,post-burn
381,42,n,2,31.259943,-84.465646,6/23/2015 22:23,3463594.33,169955.761,4.889339036,not_burned,16.514328,post-burn
382,38,n,2,31.259982,-84.46605,6/23/2015 22:26,3463599.854,169917.394,10.00789659,not_burned,14.85148048,post-burn
383,37,n,2,31.260211,-84.465974,6/23/2015 22:29,3463625.096,169925.485,3.149180737,not_burned,13.51975441,post-burn
384,43,n,2,31.260222,-84.465638,6/23/2015 22:30,3463625.281,169957.522,4.22745695,not_burned,14.92426968,post-burn
385,37,n,2,31.259794,-84.465834,6/23/2015 22:24,3463578.425,169937.314,11.36752271,not_burned,16.504179,post-burn
386,47,n,2,31.259832,-84.465897,6/23/2015 22:24,3463582.803,169931.478,7.102212834,not_burned,16.55783272,post-burn
387,35,n,2,31.259431,-84.464752,6/23/2015 22:16,3463534.9,170039.145,14.95628937,not_burned,13.16183853,post-burn
388,34,n,2,31.258899,-84.46493,6/23/2015 22:06,3463476.41,170020.319,43.93134828,not_burned,8.857462883,post-burn
389,38,n,2,31.258864,-84.464913,6/23/2015 22:06,3463472.539,170021.871,47.87534813,not_burned,8.715894699,post-burn
390,28,n,2,31.258599,-84.464541,6/23/2015 22:01,3463441.985,170056.343,27.56533821,not_burned,9.711977959,post-burn
391,34,n,2,31.258579,-84.464805,6/23/2015 22:03,3463440.498,170031.12,26.07837953,not_burned,7.682723045,post-burn
392,42,n,2,31.258635,-84.464938,6/23/2015 22:04,3463447.161,170018.679,34.20495965,not_burned,5.060534954,post-burn
393,35,n,2,31.258411,-84.464688,6/23/2015 21:57,3463421.517,170041.723,7.097673506,not_burned,9.731679916,post-burn
394,32,n,2,31.258259,-84.464283,6/23/2015 21:58,3463403.493,170079.783,10.92691866,not_burned,6.212608814,post-burn
395,35,n,2,31.258048,-84.464298,6/23/2015 21:55,3463380.134,170077.57,0.714599873,not_burned,5.535960197,post-burn
396,45,n,2,31.258069,-84.464476,6/23/2015 21:56,3463383.013,170060.75,3.593183756,not_burned,5.657195568,post-burn
